sentence,difficulty,encoded_diff,tokens,tokens_no_stop,token_count,nb_verbs,nb_nouns,nb_adj,tfidf_score
"Comme tant d'autres aussi, faute de s'être pliée à des convenances factices, mais nécessaires, elle avait vu ses espérances trompées, sa jeunesse passer sans plaisir ; et la vieillesse enfin l'avait atteinte sans la soumettre.",C2,5,"['Comme', 'tant', ""d'"", 'autres', 'aussi', ',', 'faute', 'de', ""s'"", 'être', 'pliée', 'à', 'des', 'convenances', 'factices', ',', 'mais', 'nécessaires', ',', 'elle', 'avait', 'vu', 'ses', 'espérances', 'trompées', ',', 'sa', 'jeunesse', 'passer', 'sans', 'plaisir', ';', 'et', 'la', 'vieillesse', 'enfin', ""l'"", 'avait', 'atteinte', 'sans', 'la', 'soumettre', '.']","[',', 'faute', 'pliée', 'convenances', 'factices', ',', 'nécessaires', ',', 'espérances', 'trompées', ',', 'jeunesse', 'passer', 'plaisir', ';', 'vieillesse', 'atteinte', 'soumettre', '.']",19,6,6,3,5.135932858906618
"Cette situation pourrait laisser croire qu'il y a un retard dans l'apprentissage d'une des deux langues, mais quand on étudie le vocabulaire des enfants bilingues et monolingues à trois ans, on trouve le même nombre de mots, en moyenne.",B1,2,"['Cette', 'situation', 'pourrait', 'laisser', 'croire', ""qu'"", 'il', 'y', 'a', 'un', 'retard', 'dans', ""l'"", 'apprentissage', ""d'"", 'une', 'des', 'deux', 'langues', ',', 'mais', 'quand', 'on', 'étudie', 'le', 'vocabulaire', 'des', 'enfants', 'bilingues', 'et', 'monolingues', 'à', 'trois', 'ans', ',', 'on', 'trouve', 'le', 'même', 'nombre', 'de', 'mots', ',', 'en', 'moyenne', '.']","['situation', 'croire', 'retard', 'apprentissage', 'langues', ',', 'étudie', 'vocabulaire', 'enfants', 'bilingues', 'monolingues', 'ans', ',', 'trouve', 'nombre', 'mots', ',', 'moyenne', '.']",19,6,10,0,5.471838524889092
La pluie vient arroser les champs et sauve ainsi la colonie d'un grand malheur,B2,3,"['La', 'pluie', 'vient', 'arroser', 'les', 'champs', 'et', 'sauve', 'ainsi', 'la', 'colonie', ""d'"", 'un', 'grand', 'malheur']","['pluie', 'vient', 'arroser', 'champs', 'sauve', 'colonie', 'grand', 'malheur']",8,2,4,1,3.3470596432223463
Claude HAGÈGE est Professeur au Collège de France et Directeur d'études à l'École Pratique des Hautes Études,B2,3,"['Claude', 'HAGÈGE', 'est', 'Professeur', 'au', 'Collège', 'de', 'France', 'et', 'Directeur', ""d'"", 'études', 'à', ""l'"", 'École', 'Pratique', 'des', 'Hautes', 'Études']","['Claude', 'HAGÈGE', 'Professeur', 'Collège', 'France', 'Directeur', 'études', 'École', 'Pratique', 'Hautes', 'Études']",11,0,8,0,3.456186182151592
"Il ne faut pas que je dépasse 5, car je ne connais pas 6.",A1,0,"['Il', 'ne', 'faut', 'pas', 'que', 'je', 'dépasse', '5', ',', 'car', 'je', 'ne', 'connais', 'pas', '6', '.']","['faut', 'dépasse', '5', ',', 'connais', '6', '.']",7,3,0,4,2.8545360111488796
La tête se compose du visage et du crâne qui est recouvert de cheveux,B1,2,"['La', 'tête', 'se', 'compose', 'du', 'visage', 'et', 'du', 'crâne', 'qui', 'est', 'recouvert', 'de', 'cheveux']","['tête', 'compose', 'visage', 'crâne', 'recouvert', 'cheveux']",6,2,4,0,3.232034657535978
"L'année dernière, j'ai fait deux stages en entreprise.",B1,2,"[""L'"", 'année', 'dernière', ',', ""j'"", 'ai', 'fait', 'deux', 'stages', 'en', 'entreprise', '.']","['année', 'dernière', ',', 'stages', 'entreprise', '.']",6,1,3,0,2.688873710577163
"Car, si les émoluments fixes étaient insignifiants, il y avait le casuel, il y avait surtout les quêtes à domicile.",C2,5,"['Car', ',', 'si', 'les', 'émoluments', 'fixes', 'étaient', 'insignifiants', ',', 'il', 'y', 'avait', 'le', 'casuel', ',', 'il', 'y', 'avait', 'surtout', 'les', 'quêtes', 'à', 'domicile', '.']","[',', 'émoluments', 'fixes', 'insignifiants', ',', 'casuel', ',', 'quêtes', 'domicile', '.']",10,2,4,1,3.5641529293970176
"La vie, c'est comme une boîte de chocolats : on ne sait jamais sur quoi on va tomber.",B1,2,"['La', 'vie', ',', ""c'"", 'est', 'comme', 'une', 'boîte', 'de', 'chocolats', ':', 'on', 'ne', 'sait', 'jamais', 'sur', 'quoi', 'on', 'va', 'tomber', '.']","['vie', ',', 'boîte', 'chocolats', ':', 'jamais', 'tomber', '.']",8,3,3,2,3.6838739422671294
"Ici, tout est immense, il y a du monde partout, les gens sont pressés, . c'est impressionnant !",A1,0,"['Ici', ',', 'tout', 'est', 'immense', ',', 'il', 'y', 'a', 'du', 'monde', 'partout', ',', 'les', 'gens', 'sont', 'pressés', ',', '.', ""c'"", 'est', 'impressionnant', '!']","['Ici', ',', 'immense', ',', 'monde', 'partout', ',', 'pressés', ',', '.', 'impressionnant', '!']",12,3,2,2,3.3853123352102834
Illusion du laid qui est une opinion changeante!,C1,4,"['Illusion', 'du', 'laid', 'qui', 'est', 'une', 'opinion', 'changeante', '!']","['Illusion', 'laid', 'opinion', 'changeante', '!']",5,0,2,0,2.5467968950932645
Mais les jeunes ils attendent ça depuis longtemps.,A2,1,"['Mais', 'les', 'jeunes', 'ils', 'attendent', 'ça', 'depuis', 'longtemps', '.']","['jeunes', 'attendent', '.']",3,1,0,1,2.698590923410925
"Quand elle vécut cette catastrophe hors norme, soudain elle perdit son sang froid.",C1,4,"['Quand', 'elle', 'vécut', 'cette', 'catastrophe', 'hors', 'norme', ',', 'soudain', 'elle', 'perdit', 'son', 'sang', 'froid', '.']","['vécut', 'catastrophe', 'norme', ',', 'soudain', 'perdit', 'sang', 'froid', '.']",9,2,3,1,3.369401379378744
Il est important de boire du café.,A1,0,"['Il', 'est', 'important', 'de', 'boire', 'du', 'café', '.']","['important', 'boire', 'café', '.']",4,1,1,0,2.381842702755792
"Presque toujours, pour vivre en repos avec nousmêmes, nous travestissons en calculs et en systèmes nos impuissances ou nos faiblesses : cela satisfait cette portion de nous qui est, pour ainsi dire, spectatrice de l'autre.",C2,5,"['Presque', 'toujours', ',', 'pour', 'vivre', 'en', 'repos', 'avec', 'nousmêmes', ',', 'nous', 'travestissons', 'en', 'calculs', 'et', 'en', 'systèmes', 'nos', 'impuissances', 'ou', 'nos', 'faiblesses', ':', 'cela', 'satisfait', 'cette', 'portion', 'de', 'nous', 'qui', 'est', ',', 'pour', 'ainsi', 'dire', ',', 'spectatrice', 'de', ""l'"", 'autre', '.']","['Presque', ',', 'vivre', 'repos', 'nousmêmes', ',', 'travestissons', 'calculs', 'systèmes', 'impuissances', 'faiblesses', ':', 'satisfait', 'portion', ',', ',', 'spectatrice', '.']",18,5,8,3,4.980938938338592
Le rouge est une couleur vive.,A1,0,"['Le', 'rouge', 'est', 'une', 'couleur', 'vive', '.']","['rouge', 'couleur', 'vive', '.']",4,0,2,0,2.205232735106832
"La Fondation à la pâte a été créée en 2011, dans la continuité de l'opération du même nom lancée en 1995 par l'Académie des sciences à l'initiative du prix Nobel de physique.",C2,5,"['La', 'Fondation', 'à', 'la', 'pâte', 'a', 'été', 'créée', 'en', '2011', ',', 'dans', 'la', 'continuité', 'de', ""l'"", 'opération', 'du', 'même', 'nom', 'lancée', 'en', '1995', 'par', ""l'"", 'Académie', 'des', 'sciences', 'à', ""l'"", 'initiative', 'du', 'prix', 'Nobel', 'de', 'physique', '.']","['Fondation', 'pâte', 'été', 'créée', '2011', ',', 'continuité', 'opération', 'nom', 'lancée', '1995', 'Académie', 'sciences', 'initiative', 'prix', 'Nobel', 'physique', '.']",18,2,10,0,4.718640314541691
"Les longues salles rococo, étourdissantes de peluche et de volutes d'or, étaient peuplées de fragments romains, blancs et dissociés : une jambe de coureur, la tête glacée à demi détournée d'une matrone frappée au sein, dont les prunelles aveugles et hardies recevaient une pupille de toute ombre fugitive, en sorte que ce qu'elles regardaient était un acte de soleil.",C2,5,"['Les', 'longues', 'salles', 'rococo', ',', 'étourdissantes', 'de', 'peluche', 'et', 'de', 'volutes', ""d'"", 'or', ',', 'étaient', 'peuplées', 'de', 'fragments', 'romains', ',', 'blancs', 'et', 'dissociés', ':', 'une', 'jambe', 'de', 'coureur', ',', 'la', 'tête', 'glacée', 'à', 'demi', 'détournée', ""d'"", 'une', 'matrone', 'frappée', 'au', 'sein', ',', 'dont', 'les', 'prunelles', 'aveugles', 'et', 'hardies', 'recevaient', 'une', 'pupille', 'de', 'toute', 'ombre', 'fugitive', ',', 'en', 'sorte', 'que', 'ce', ""qu'"", 'elles', 'regardaient', 'était', 'un', 'acte', 'de', 'soleil', '.']","['longues', 'salles', 'rococo', ',', 'étourdissantes', 'peluche', 'volutes', ',', 'peuplées', 'fragments', 'romains', ',', 'blancs', 'dissociés', ':', 'jambe', 'coureur', ',', 'tête', 'glacée', 'demi', 'détournée', 'matrone', 'frappée', 'sein', ',', 'prunelles', 'aveugles', 'hardies', 'recevaient', 'pupille', 'ombre', 'fugitive', ',', 'sorte', 'regardaient', 'acte', 'soleil', '.']",39,6,19,0,6.621794024092161
"À la fin, Philippe Labro, alors vice-président de la station de radio, a expliqué : Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien.",B1,2,"['À', 'la', 'fin', ',', 'Philippe', 'Labro', ',', 'alors', 'vice-président', 'de', 'la', 'station', 'de', 'radio', ',', 'a', 'expliqué', ':', 'Il', 'y', 'a', 'deux', 'possibilités', ':', 'soit', 'son', 'accent', 'lui', 'permettra', ""d'"", 'être', 'connu', 'et', 'ce', 'sera', 'très', 'bien', '.']","['fin', ',', 'Philippe', 'Labro', ',', 'vice-président', 'station', 'radio', ',', 'expliqué', ':', 'possibilités', ':', 'accent', 'permettra', 'connu', 'bien', '.']",18,4,6,3,4.8615821496437785
"J'ai une arme, et toi non.",A2,1,"[""J'"", 'ai', 'une', 'arme', ',', 'et', 'toi', 'non', '.']","['arme', ',', 'non', '.']",4,1,1,1,2.242509970394952
"Les articulations sont en haut la hanche, au milieu le genou en en bas la cheville",B1,2,"['Les', 'articulations', 'sont', 'en', 'haut', 'la', 'hanche', ',', 'au', 'milieu', 'le', 'genou', 'en', 'en', 'bas', 'la', 'cheville']","['articulations', 'haut', 'hanche', ',', 'milieu', 'genou', 'cheville']",7,0,6,0,3.3384674446925553
Les responsables européens sont dos au mur.,C1,4,"['Les', 'responsables', 'européens', 'sont', 'dos', 'au', 'mur', '.']","['responsables', 'européens', 'dos', 'mur', '.']",5,0,3,0,2.467517710036902
"Au moins sept manifestants pro-démocratie ont été tués et plusieurs blessés mercredi en Birmanie par les forces de sécurité qui continuent à tirer à balles réelles, un échec pour la communauté internationale dans l'incapacité d'interrompre la spirale de violence meurtrière.",C1,4,"['Au', 'moins', 'sept', 'manifestants', 'pro-démocratie', 'ont', 'été', 'tués', 'et', 'plusieurs', 'blessés', 'mercredi', 'en', 'Birmanie', 'par', 'les', 'forces', 'de', 'sécurité', 'qui', 'continuent', 'à', 'tirer', 'à', 'balles', 'réelles', ',', 'un', 'échec', 'pour', 'la', 'communauté', 'internationale', 'dans', ""l'"", 'incapacité', ""d'"", 'interrompre', 'la', 'spirale', 'de', 'violence', 'meurtrière', '.']","['manifestants', 'pro-démocratie', 'été', 'tués', 'blessés', 'mercredi', 'Birmanie', 'forces', 'sécurité', 'continuent', 'tirer', 'balles', 'réelles', ',', 'échec', 'communauté', 'internationale', 'incapacité', 'interrompre', 'spirale', 'violence', 'meurtrière', '.']",23,4,11,1,5.6854660138210615
"Mon père lui en reparla dans nos rencontres ultérieures, le tortura de questions, ce fut peine inutile : comme cet escroc érudit qui employait à fabriquer de faux palimpsestes un labeur et une science dont la centième partie eût suffi à lui assurer une situation plus lucrative, mais honorable, M. Legrandin, si nous avions insisté encore, aurait fini par édifier toute une éthique de paysage et une géographie céleste de la basse Normandie, plutôt que de nous avouer qu'à deux kilomètres de Balbec habitait sa propre soeur, et d'être obligé à nous offrir une lettre d'introduction qui n'eût pas été pour lui un tel sujet d'effroi s'il avait été absolument certain - comme il aurait dû l'être en effet avec l'expérience qu'il avait du caractère de ma grand'mère - que nous n'en aurions pas profité.",C2,5,"['Mon', 'père', 'lui', 'en', 'reparla', 'dans', 'nos', 'rencontres', 'ultérieures', ',', 'le', 'tortura', 'de', 'questions', ',', 'ce', 'fut', 'peine', 'inutile', ':', 'comme', 'cet', 'escroc', 'érudit', 'qui', 'employait', 'à', 'fabriquer', 'de', 'faux', 'palimpsestes', 'un', 'labeur', 'et', 'une', 'science', 'dont', 'la', 'centième', 'partie', 'eût', 'suffi', 'à', 'lui', 'assurer', 'une', 'situation', 'plus', 'lucrative', ',', 'mais', 'honorable', ',', 'M.', 'Legrandin', ',', 'si', 'nous', 'avions', 'insisté', 'encore', ',', 'aurait', 'fini', 'par', 'édifier', 'toute', 'une', 'éthique', 'de', 'paysage', 'et', 'une', 'géographie', 'céleste', 'de', 'la', 'basse', 'Normandie', ',', 'plutôt', 'que', 'de', 'nous', 'avouer', ""qu'"", 'à', 'deux', 'kilomètres', 'de', 'Balbec', 'habitait', 'sa', 'propre', 'soeur', ',', 'et', ""d'"", 'être', 'obligé', 'à', 'nous', 'offrir', 'une', 'lettre', ""d'"", 'introduction', 'qui', ""n'"", 'eût', 'pas', 'été', 'pour', 'lui', 'un', 'tel', 'sujet', ""d'"", 'effroi', ""s'"", 'il', 'avait', 'été', 'absolument', 'certain', '-', 'comme', 'il', 'aurait', 'dû', ""l'"", 'être', 'en', 'effet', 'avec', ""l'"", 'expérience', ""qu'"", 'il', 'avait', 'du', 'caractère', 'de', 'ma', ""grand'mère"", '-', 'que', 'nous', ""n'"", 'en', 'aurions', 'pas', 'profité', '.']","['père', 'reparla', 'rencontres', 'ultérieures', ',', 'tortura', 'questions', ',', 'fut', 'peine', 'inutile', ':', 'escroc', 'érudit', 'employait', 'fabriquer', 'faux', 'palimpsestes', 'labeur', 'science', 'centième', 'partie', 'eût', 'suffi', 'assurer', 'situation', 'lucrative', ',', 'honorable', ',', 'M.', 'Legrandin', ',', 'avions', 'insisté', ',', 'fini', 'édifier', 'éthique', 'paysage', 'géographie', 'céleste', 'basse', 'Normandie', ',', 'avouer', 'kilomètres', 'Balbec', 'habitait', 'propre', 'soeur', ',', 'obligé', 'offrir', 'lettre', 'introduction', 'eût', 'été', 'sujet', 'effroi', 'été', 'absolument', '-', 'dû', 'expérience', 'caractère', ""grand'mère"", '-', 'aurions', 'profité', '.']",71,15,25,8,9.356959196214351
"Nous devons apprendre une multitude de langages: scientifiques tels le numérique, les langues étrangères, les langages des sons et des images, le langage du corps.",C2,5,"['Nous', 'devons', 'apprendre', 'une', 'multitude', 'de', 'langages', ':', 'scientifiques', 'tels', 'le', 'numérique', ',', 'les', 'langues', 'étrangères', ',', 'les', 'langages', 'des', 'sons', 'et', 'des', 'images', ',', 'le', 'langage', 'du', 'corps', '.']","['devons', 'apprendre', 'multitude', 'langages', ':', 'scientifiques', 'numérique', ',', 'langues', 'étrangères', ',', 'langages', 'sons', 'images', ',', 'langage', 'corps', '.']",18,2,10,0,4.152956034670163
"En France, Noël est un moment important",B1,2,"['En', 'France', ',', 'Noël', 'est', 'un', 'moment', 'important']","['France', ',', 'Noël', 'moment', 'important']",5,0,1,0,2.4689917410832987
"La start-up parisienne Syntheligence présente Lighty, un robot au visage d'homme pour transmettre des émotions.",C2,5,"['La', 'start', '-', 'up', 'parisienne', 'Syntheligence', 'présente', 'Lighty', ',', 'un', 'robot', 'au', 'visage', ""d'"", 'homme', 'pour', 'transmettre', 'des', 'émotions', '.']","['start', '-', 'up', 'parisienne', 'Syntheligence', 'présente', 'Lighty', ',', 'robot', 'visage', 'homme', 'transmettre', 'émotions', '.']",14,2,4,0,3.70318326096056
"Au cours de ces trente années, deux vies se déroulent donc devant nos yeux, avec leur lot de grands chagrins et d'amourettes, de déceptions et d'emballements.",C1,4,"['Au', 'cours', 'de', 'ces', 'trente', 'années', ',', 'deux', 'vies', 'se', 'déroulent', 'donc', 'devant', 'nos', 'yeux', ',', 'avec', 'leur', 'lot', 'de', 'grands', 'chagrins', 'et', ""d'"", 'amourettes', ',', 'de', 'déceptions', 'et', ""d'"", 'emballements', '.']","['cours', 'années', ',', 'vies', 'déroulent', 'yeux', ',', 'lot', 'grands', 'chagrins', 'amourettes', ',', 'déceptions', 'emballements', '.']",15,1,9,1,4.587478695376037
Je ne comprends rien à ce site d'achat en ligne !,A2,1,"['Je', 'ne', 'comprends', 'rien', 'à', 'ce', 'site', ""d'"", 'achat', 'en', 'ligne', '!']","['comprends', 'rien', 'site', 'achat', 'ligne', '!']",6,1,3,1,2.8266063960916954
"Le mythe du retour aux sources, l'engouement écologique, le rejet des transports en commun et des rythmes professionnels épuisants peuvent aussi constituer de puissants ressorts.",C1,4,"['Le', 'mythe', 'du', 'retour', 'aux', 'sources', ',', ""l'"", 'engouement', 'écologique', ',', 'le', 'rejet', 'des', 'transports', 'en', 'commun', 'et', 'des', 'rythmes', 'professionnels', 'épuisants', 'peuvent', 'aussi', 'constituer', 'de', 'puissants', 'ressorts', '.']","['mythe', 'sources', ',', 'engouement', 'écologique', ',', 'rejet', 'transports', 'commun', 'rythmes', 'professionnels', 'épuisants', 'constituer', 'puissants', 'ressorts', '.']",16,2,9,1,4.5147447017889295
Je vais prendre une tarte aux fraises.,A1,0,"['Je', 'vais', 'prendre', 'une', 'tarte', 'aux', 'fraises', '.']","['prendre', 'tarte', 'fraises', '.']",4,2,2,0,2.4855549816421227
"Car là où elle est appliquée, cette indemnité a produit d'excellents résultats.",B2,3,"['Car', 'là', 'où', 'elle', 'est', 'appliquée', ',', 'cette', 'indemnité', 'a', 'produit', ""d'"", 'excellents', 'résultats', '.']","['appliquée', ',', 'indemnité', 'produit', 'excellents', 'résultats', '.']",7,2,2,1,3.1467178851355193
"Héloïse Dufour, donc je le disais, vous êtes biologiste.",C1,4,"['Héloïse', 'Dufour', ',', 'donc', 'je', 'le', 'disais', ',', 'vous', 'êtes', 'biologiste', '.']","['Héloïse', 'Dufour', ',', 'disais', ',', 'êtes', 'biologiste', '.']",8,0,1,1,2.7888454752330594
"Elle disait : ""Enfin, on respire !"" et parcourait les allées détrempées - trop symétriquement alignées à son gré par le nouveau jardinier dépourvu du sentiment de la nature et auquel mon père avait demandé depuis le matin si le temps s'arrangerait - de son petit pas enthousiaste et saccadé, réglé sur les mouvements divers qu'excitaient dans son âme l'ivresse de l'orage, la puissance de l'hygiène, la stupidité de mon éducation et la symétrie des jardins, plutôt que sur le désir inconnu d'elle d'éviter à sa jupe prune les taches de boue sous lesquelles elle disparaissait jusqu'à une hauteur qui était toujours pour sa femme de chambre un désespoir et un problème.",C2,5,"['Elle', 'disait', ':', '""', 'Enfin', ',', 'on', 'respire', '!', '""', 'et', 'parcourait', 'les', 'allées', 'détrempées', '-', 'trop', 'symétriquement', 'alignées', 'à', 'son', 'gré', 'par', 'le', 'nouveau', 'jardinier', 'dépourvu', 'du', 'sentiment', 'de', 'la', 'nature', 'et', 'auquel', 'mon', 'père', 'avait', 'demandé', 'depuis', 'le', 'matin', 'si', 'le', 'temps', ""s'"", 'arrangerait', '-', 'de', 'son', 'petit', 'pas', 'enthousiaste', 'et', 'saccadé', ',', 'réglé', 'sur', 'les', 'mouvements', 'divers', ""qu'"", 'excitaient', 'dans', 'son', 'âme', ""l'"", 'ivresse', 'de', ""l'"", 'orage', ',', 'la', 'puissance', 'de', ""l'"", 'hygiène', ',', 'la', 'stupidité', 'de', 'mon', 'éducation', 'et', 'la', 'symétrie', 'des', 'jardins', ',', 'plutôt', 'que', 'sur', 'le', 'désir', 'inconnu', ""d'"", 'elle', ""d'"", 'éviter', 'à', 'sa', 'jupe', 'prune', 'les', 'taches', 'de', 'boue', 'sous', 'lesquelles', 'elle', 'disparaissait', ""jusqu'"", 'à', 'une', 'hauteur', 'qui', 'était', 'toujours', 'pour', 'sa', 'femme', 'de', 'chambre', 'un', 'désespoir', 'et', 'un', 'problème', '.']","['disait', ':', '""', ',', 'respire', '!', '""', 'parcourait', 'allées', 'détrempées', '-', 'trop', 'symétriquement', 'alignées', 'gré', 'jardinier', 'dépourvu', 'sentiment', 'nature', 'père', 'demandé', 'matin', 'temps', 'arrangerait', '-', 'petit', 'enthousiaste', 'saccadé', ',', 'réglé', 'mouvements', 'excitaient', 'âme', 'ivresse', 'orage', ',', 'puissance', 'hygiène', ',', 'stupidité', 'éducation', 'symétrie', 'jardins', ',', 'désir', 'inconnu', 'éviter', 'jupe', 'prune', 'taches', 'boue', 'disparaissait', ""jusqu'"", 'hauteur', 'femme', 'chambre', 'désespoir', 'problème', '.']",59,11,27,6,8.587659715668568
Mon grand-père nous adore et nous offre de nombreux cadeaux.,A2,1,"['Mon', 'grand-père', 'nous', 'adore', 'et', 'nous', 'offre', 'de', 'nombreux', 'cadeaux', '.']","['grand-père', 'adore', 'offre', 'cadeaux', '.']",5,2,2,0,2.9655166724616855
"Selon l'objectif fixé dans le projet, il est a priori logique de se focaliser sur les taches d'habitat de l'espèce cible, donc de chercher quelles sont les taches de prairie les plus intéressantes à ""supprimer"" du réseau ; ces taches ont des tailles très variables selon les zones des plateaux jurassiens, la plus grande tache atteignant 36 km2.",C1,4,"['Selon', ""l'"", 'objectif', 'fixé', 'dans', 'le', 'projet', ',', 'il', 'est', 'a', 'priori', 'logique', 'de', 'se', 'focaliser', 'sur', 'les', 'taches', ""d'"", 'habitat', 'de', ""l'"", 'espèce', 'cible', ',', 'donc', 'de', 'chercher', 'quelles', 'sont', 'les', 'taches', 'de', 'prairie', 'les', 'plus', 'intéressantes', 'à', '""', 'supprimer', '""', 'du', 'réseau', ';', 'ces', 'taches', 'ont', 'des', 'tailles', 'très', 'variables', 'selon', 'les', 'zones', 'des', 'plateaux', 'jurassiens', ',', 'la', 'plus', 'grande', 'tache', 'atteignant', '36', 'km2', '.']","['objectif', 'fixé', 'projet', ',', 'priori', 'logique', 'focaliser', 'taches', 'habitat', 'espèce', 'cible', ',', 'chercher', 'taches', 'prairie', 'intéressantes', '""', 'supprimer', '""', 'réseau', ';', 'taches', 'tailles', 'variables', 'zones', 'plateaux', 'jurassiens', ',', 'grande', 'tache', 'atteignant', '36', 'km2', '.']",34,6,14,5,5.959888616316282
J'ai vu cette grande image de l'Italie se relever de la fange où les Allemands la retiennent plongée ; elle étendait ses bras meurtris et encore à demi chargés de chaînes vers son roi et son libérateur.,C1,4,"[""J'"", 'ai', 'vu', 'cette', 'grande', 'image', 'de', ""l'"", 'Italie', 'se', 'relever', 'de', 'la', 'fange', 'où', 'les', 'Allemands', 'la', 'retiennent', 'plongée', ';', 'elle', 'étendait', 'ses', 'bras', 'meurtris', 'et', 'encore', 'à', 'demi', 'chargés', 'de', 'chaînes', 'vers', 'son', 'roi', 'et', 'son', 'libérateur', '.']","['grande', 'image', 'Italie', 'relever', 'fange', 'Allemands', 'retiennent', 'plongée', ';', 'étendait', 'bras', 'meurtris', 'demi', 'chargés', 'chaînes', 'roi', 'libérateur', '.']",18,4,10,2,5.228206321038364
"Je m'élançais au-devant de la nature, pour la remercier du bienfait inespéré, du bienfait immense qu'elle avait daigné m'accorder.",C2,5,"['Je', ""m'"", 'élançais', 'au', '-', 'devant', 'de', 'la', 'nature', ',', 'pour', 'la', 'remercier', 'du', 'bienfait', 'inespéré', ',', 'du', 'bienfait', 'immense', ""qu'"", 'elle', 'avait', 'daigné', ""m'"", 'accorder', '.']","['élançais', '-', 'nature', ',', 'remercier', 'bienfait', 'inespéré', ',', 'bienfait', 'immense', 'daigné', 'accorder', '.']",13,4,4,0,3.683595653674363
"Bien que revendiquée des poètes par goût pour la bohème, la marginalité de ce mode de vie est aussi assignée et subie lors de rituels d'accueil dégradants et déshumanisants : toilette collective, mauvaise nourriture, linge d'une hygiène douteuse, mais aussi le froid, la faim, la promiscuité et les insultes. Les effets psychologiques de la mise à nu des corps fatigués et surtout la peur de la dépossession des maigres biens portés à même le corps éloignent les aidants et des aidés.",C2,5,"['Bien', 'que', 'revendiquée', 'des', 'poètes', 'par', 'goût', 'pour', 'la', 'bohème', ',', 'la', 'marginalité', 'de', 'ce', 'mode', 'de', 'vie', 'est', 'aussi', 'assignée', 'et', 'subie', 'lors', 'de', 'rituels', ""d'"", 'accueil', 'dégradants', 'et', 'déshumanisants', ':', 'toilette', 'collective', ',', 'mauvaise', 'nourriture', ',', 'linge', ""d'"", 'une', 'hygiène', 'douteuse', ',', 'mais', 'aussi', 'le', 'froid', ',', 'la', 'faim', ',', 'la', 'promiscuité', 'et', 'les', 'insultes', '.', 'Les', 'effets', 'psychologiques', 'de', 'la', 'mise', 'à', 'nu', 'des', 'corps', 'fatigués', 'et', 'surtout', 'la', 'peur', 'de', 'la', 'dépossession', 'des', 'maigres', 'biens', 'portés', 'à', 'même', 'le', 'corps', 'éloignent', 'les', 'aidants', 'et', 'des', 'aidés', '.']","['Bien', 'revendiquée', 'poètes', 'goût', 'bohème', ',', 'marginalité', 'mode', 'vie', 'assignée', 'subie', 'rituels', 'accueil', 'dégradants', 'déshumanisants', ':', 'toilette', 'collective', ',', 'mauvaise', 'nourriture', ',', 'linge', 'hygiène', 'douteuse', ',', 'froid', ',', 'faim', ',', 'promiscuité', 'insultes', '.', 'effets', 'psychologiques', 'mise', 'nu', 'corps', 'fatigués', 'peur', 'dépossession', 'maigres', 'biens', 'portés', 'corps', 'éloignent', 'aidants', 'aidés', '.']",49,6,27,6,7.131019210909097
"Selon un sondage publié en mai dernier par BVA (société française de sondages) et le Syntec Numérique (fédération professionnelle du secteur informatique) favorable à la mesure, 87 % des Français seraient même d'accord pour que la programmation informatique soit enseignée à l'école (24 % à partir du primaire, 41 % à partir du collège). Mais cette initiative suscite par ailleurs de nombreuses réticences.",C1,4,"['Selon', 'un', 'sondage', 'publié', 'en', 'mai', 'dernier', 'par', 'BVA', '(', 'société', 'française', 'de', 'sondages', ')', 'et', 'le', 'Syntec', 'Numérique', '(', 'fédération', 'professionnelle', 'du', 'secteur', 'informatique', ')', 'favorable', 'à', 'la', 'mesure', ',', '87', '%', 'des', 'Français', 'seraient', 'même', ""d'"", 'accord', 'pour', 'que', 'la', 'programmation', 'informatique', 'soit', 'enseignée', 'à', ""l'"", 'école', '(', '24', '%', 'à', 'partir', 'du', 'primaire', ',', '41', '%', 'à', 'partir', 'du', 'collège', ')', '.', 'Mais', 'cette', 'initiative', 'suscite', 'par', 'ailleurs', 'de', 'nombreuses', 'réticences', '.']","['sondage', 'publié', 'mai', 'dernier', 'BVA', '(', 'société', 'française', 'sondages', ')', 'Syntec', 'Numérique', '(', 'fédération', 'professionnelle', 'secteur', 'informatique', ')', 'favorable', 'mesure', ',', '87', '%', 'Français', 'accord', 'programmation', 'informatique', 'enseignée', 'école', '(', '24', '%', 'partir', 'primaire', ',', '41', '%', 'partir', 'collège', ')', '.', 'initiative', 'suscite', 'ailleurs', 'réticences', '.']",46,5,20,2,6.591348226813909
Puis-je vous proposer un massage en attendant le départ de l'avion?.,B1,2,"['Puis', '-je', 'vous', 'proposer', 'un', 'massage', 'en', 'attendant', 'le', 'départ', 'de', ""l'"", 'avion', '?', '.']","['-je', 'proposer', 'massage', 'attendant', 'départ', 'avion', '?', '.']",8,2,3,0,3.114338380435987
"L'après-midi, elle se promène dans la campagne, ou elle explore la région",A1,0,"[""L'"", 'après-midi', ',', 'elle', 'se', 'promène', 'dans', 'la', 'campagne', ',', 'ou', 'elle', 'explore', 'la', 'région']","['après-midi', ',', 'promène', 'campagne', ',', 'explore', 'région']",7,2,3,0,3.148501045791039
